Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2010,35,Male,Boots,Footwear,51,Alabama,XL,Green,Winter,4.19,No,2-Day Shipping,No,No,14,Credit Card,Bi-Weekly
2011,61,Male,Blouse,Clothing,32,Arizona,L,Pink,Winter,3.89,No,Express,Yes,Yes,47,Cash,Weekly
2012,53,Male,Jeans,Clothing,52,Idaho,XL,Gray,Spring,3.43,Yes,Free Shipping,No,No,22,Debit Card,Weekly
2013,59,Female,Hoodie,Clothing,51,Ohio,M,Green,Fall,3.8,No,2-Day Shipping,No,No,41,Bank Transfer,Monthly
2014,46,Female,Boots,Footwear,75,Texas,M,Red,Spring,4.12,No,Store Pickup,Yes,Yes,28,Debit Card,Every 3 Months
2015,34,Male,Coat,Clothing,43,New York,M,Beige,Fall,3.34,No,Free Shipping,Yes,Yes,47,PayPal,Fortnightly
2016,21,Female,Boots,Footwear,23,New York,S,Beige,Winter,3.08,Yes,Store Pickup,Yes,Yes,9,Debit Card,Quarterly
2017,61,Male,Sweater,Clothing,42,Virginia,S,Black,Fall,5.0,No,Express,No,No,23,Venmo,Annually
2018,62,Female,Sandals,Footwear,48,Colorado,XL,Yellow,Spring,3.91,No,Free Shipping,No,No,7,PayPal,Every 3 Months
2019,46,Female,Sweater,Clothing,40,Oregon,XL,White,Winter,4.36,No,Next Day Air,Yes,Yes,24,PayPal,Quarterly
2020,21,Male,Boots,Footwear,49,Ohio,S,Blue,Summer,3.93,Yes,Express,No,No,43,PayPal,Bi-Weekly
2021,27,Male,Sneakers,Footwear,39,Virginia,L,Black,Winter,4.43,No,Express,Yes,Yes,37,PayPal,Quarterly
2022,42,Male,Jacket,Clothing,35,Ohio,XL,Blue,Spring,3.85,Yes,Standard,No,No,9,Debit Card,Quarterly
2023,48,Female,Blouse,Clothing,86,Alabama,XL,Yellow,Spring,4.15,Yes,2-Day Shipping,No,No,38,PayPal,Annually
2024,20,Female,Sneakers,Footwear,68,Texas,M,Beige,Winter,3.13,Yes,Express,Yes,Yes,7,Venmo,Weekly
2025,64,Male,Boots,Footwear,77,Oregon,XL,Red,Winter,2.74,No,Free Shipping,No,No,23,Venmo,Weekly
2026,19,Female,Pants,Clothing,63,Michigan,XL,Pink,Winter,3.51,Yes,Next Day Air,Yes,Yes,25,Credit Card,Weekly
2027,42,Male,Jacket,Clothing,44,Michigan,L,Pink,Fall,2.94,No,Free Shipping,Yes,Yes,46,Venmo,Quarterly
2028,66,Female,Pants,Clothing,42,Oregon,XL,Green,Summer,2.53,Yes,Free Shipping,Yes,Yes,22,Bank Transfer,Bi-Weekly
2029,23,Male,Blouse,Clothing,78,Idaho,L,Black,Fall,3.98,No,Next Day Air,Yes,Yes,43,Credit Card,Fortnightly
2030,43,Female,Jacket,Clothing,20,Arizona,M,Yellow,Spring,2.74,No,Store Pickup,No,No,7,Venmo,Annually
2031,25,Female,Coat,Clothing,34,Michigan,S,Red,Winter,4.37,Yes,Standard,Yes,Yes,6,PayPal,Monthly
2032,52,Female,Sandals,Footwear,100,Florida,M,Pink,Fall,4.66,No,2-Day Shipping,No,No,36,Cash,Bi-Weekly
2033,44,Female,Skirt,Clothing,100,Oregon,L,Green,Fall,2.93,No,Express,Yes,Yes,46,PayPal,Annually
2034,42,Male,Dress,Clothing,71,Florida,L,White,Spring,3.97,No,2-Day Shipping,Yes,Yes,22,Debit Card,Annually
2035,35,Female,T-shirt,Clothing,77,California,XL,Beige,Fall,4.91,No,Standard,No,No,35,Credit Card,Weekly
2036,18,Male,Sneakers,Footwear,60,Arizona,XL,White,Spring,3.52,No,Store Pickup,No,No,49,Cash,Bi-Weekly
2037,65,Male,Hoodie,Clothing,63,Texas,S,Beige,Fall,4.17,No,Next Day Air,Yes,Yes,47,Venmo,Fortnightly
2038,56,Male,Sneakers,Footwear,23,Michigan,L,White,Summer,5.0,No,2-Day Shipping,No,No,33,PayPal,Every 3 Months
2039,20,Male,Dress,Clothing,96,Texas,L,Green,Spring,2.79,No,Free Shipping,No,No,21,Credit Card,Weekly
2040,21,Female,Skirt,Clothing,87,Idaho,M,Red,Summer,3.19,No,Express,No,No,11,Credit Card,Fortnightly
2041,58,Male,Shirt,Clothing,26,Virginia,S,Black,Fall,4.14,No,Express,No,No,13,Venmo,Every 3 Months
2042,54,Female,Shorts,Clothing,65,Virginia,M,Beige,Summer,5.0,Yes,Store Pickup,Yes,Yes,3,Credit Card,Monthly
2043,68,Female,Coat,Clothing,28,New York,XL,Yellow,Summer,3.37,Yes,Standard,Yes,Yes,13,Venmo,Bi-Weekly
2044,32,Female,Pants,Clothing,52,California,XL,Blue,Summer,5.0,No,Standard,No,No,50,Venmo,Monthly
2045,25,Female,Boots,Footwear,52,Georgia,M,Red,Fall,3.88,No,Next Day Air,Yes,Yes,41,PayPal,Annually
2046,55,Male,Coat,Clothing,23,Idaho,XL,Red,Spring,2.62,No,Standard,No,No,34,Credit Card,Quarterly
2047,67,Female,Dress,Clothing,84,Colorado,M,Green,Fall,4.75,Yes,2-Day Shipping,Yes,Yes,28,Debit Card,Bi-Weekly
2048,36,Male,Boots,Footwear,53,Georgia,L,Blue,Fall,3.52,No,Express,Yes,Yes,40,Debit Card,Annually
2049,64,Female,Hoodie,Clothing,98,California,L,Brown,Fall,4.07,No,Next Day Air,No,No,34,PayPal,Every 3 Months
2050,43,Female,Sweater,Clothing,83,Georgia,XL,Red,Spring,2.8,Yes,Standard,Yes,Yes,32,PayPal,Quarterly
2051,56,Male,Jacket,Clothing,44,New York,S,Yellow,Winter,3.35,No,Free Shipping,No,No,23,Venmo,Fortnightly
2052,27,Female,Shorts,Clothing,74,Illinois,L,Red,Fall,2.9,No,Express,No,No,24,Debit Card,Quarterly
2053,55,Female,Sandals,Footwear,28,California,XL,Gray,Fall,2.84,No,Next Day Air,No,No,1,Credit Card,Every 3 Months
2054,31,Female,Sandals,Footwear,36,Idaho,S,Beige,Spring,3.86,No,Express,No,No,24,Debit Card,Every 3 Months
2055,66,Female,Dress,Clothing,40,Oregon,XL,Pink,Winter,4.14,Yes,2-Day Shipping,No,No,3,PayPal,Fortnightly
2056,58,Female,Coat,Clothing,79,Illinois,M,Red,Winter,3.47,No,Store Pickup,No,No,17,PayPal,Monthly
2057,36,Male,Sandals,Footwear,32,Colorado,XL,Red,Winter,2.94,Yes,Standard,No,No,7,Venmo,Weekly
2058,47,Female,Hoodie,Clothing,22,Virginia,M,Green,Winter,3.03,Yes,Store Pickup,Yes,Yes,10,Credit Card,Monthly
2059,22,Female,Pants,Clothing,87,Ohio,L,Yellow,Spring,4.02,No,Standard,Yes,Yes,19,PayPal,Annually
2060,48,Male,Shirt,Clothing,23,Oregon,L,Green,Spring,3.87,Yes,Standard,Yes,Yes,24,Bank Transfer,Quarterly
2061,24,Female,Sneakers,Footwear,26,Arizona,XL,Black,Winter,4.03,No,Free Shipping,Yes,Yes,9,Credit Card,Fortnightly
2062,36,Male,Jeans,Clothing,45,Alabama,S,Beige,Summer,4.74,No,2-Day Shipping,No,No,50,Debit Card,Quarterly
2063,48,Female,Hoodie,Clothing,94,Idaho,XL,Yellow,Spring,4.15,Yes,Free Shipping,No,No,15,Venmo,Every 3 Months
2064,69,Female,Boots,Footwear,43,Ohio,XL,Green,Summer,4.05,Yes,2-Day Shipping,No,No,49,Debit Card,Annually
2065,56,Male,T-shirt,Clothing,29,Florida,L,Blue,Summer,5.0,No,2-Day Shipping,Yes,Yes,22,Bank Transfer,Annually
2066,41,Female,Dress,Clothing,32,Florida,L,Blue,Winter,3.64,Yes,2-Day Shipping,No,No,17,PayPal,Weekly
2067,51,Female,Sweater,Clothing,63,Texas,XL,Red,Winter,5.0,No,Standard,Yes,Yes,19,PayPal,Bi-Weekly
2068,40,Male,Jacket,Clothing,58,Idaho,L,Pink,Fall,4.65,No,Standard,No,No,9,Credit Card,Bi-Weekly
2069,65,Male,T-shirt,Clothing,38,Virginia,M,Green,Summer,3.62,No,Standard,No,No,38,PayPal,Bi-Weekly
2070,62,Female,Jacket,Clothing,70,Colorado,XL,Black,Fall,4.28,No,Free Shipping,Yes,Yes,19,Bank Transfer,Quarterly
2071,57,Male,Blouse,Clothing,38,Montana,L,Green,Winter,3.67,No,Next Day Air,Yes,Yes,8,Credit Card,Bi-Weekly
2072,23,Female,T-shirt,Clothing,95,Alabama,XL,Green,Summer,2.94,Yes,Store Pickup,Yes,Yes,6,Bank Transfer,Fortnightly
2073,55,Male,Jeans,Clothing,71,Montana,L,Gray,Spring,3.8,No,2-Day Shipping,No,No,49,Cash,Weekly
2074,58,Female,Coat,Clothing,66,Arizona,M,Pink,Fall,2.92,Yes,Free Shipping,No,No,38,PayPal,Annually
2075,53,Male,Shirt,Clothing,49,Georgia,M,Green,Winter,3.94,Yes,Standard,No,No,45,Debit Card,Every 3 Months
2076,44,Male,Sneakers,Footwear,65,Texas,XL,White,Summer,4.28,No,Store Pickup,Yes,Yes,21,Debit Card,Monthly
2077,28,Male,Sneakers,Footwear,95,Colorado,M,White,Winter,3.67,No,Standard,Yes,Yes,29,Credit Card,Every 3 Months
2078,22,Male,Shirt,Clothing,40,Colorado,M,Red,Fall,3.94,Yes,Next Day Air,No,No,34,Bank Transfer,Fortnightly
2079,34,Male,Pants,Clothing,94,Michigan,L,Black,Winter,3.93,Yes,Standard,No,No,12,Bank Transfer,Weekly
2080,69,Male,Shorts,Clothing,67,Alabama,XL,Pink,Winter,4.31,No,2-Day Shipping,Yes,Yes,39,Bank Transfer,Monthly
2081,24,Male,Blouse,Clothing,81,Illinois,L,Black,Spring,3.85,No,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly
2082,44,Male,Jacket,Clothing,77,California,L,Blue,Winter,3.61,No,Store Pickup,No,No,6,Cash,Monthly
2083,64,Male,Jeans,Clothing,37,Alabama,S,Yellow,Summer,4.28,No,Standard,Yes,Yes,17,PayPal,Annually
2084,32,Female,Sandals,Footwear,78,New York,M,Pink,Summer,3.9,No,Next Day Air,Yes,Yes,32,Bank Transfer,Quarterly
2085,63,Male,T-shirt,Clothing,67,Illinois,L,Gray,Spring,2.52,No,Store Pickup,Yes,Yes,8,Venmo,Quarterly
2086,30,Female,Blouse,Clothing,82,Virginia,L,Pink,Summer,3.59,No,Express,No,No,38,Venmo,Bi-Weekly
2087,28,Male,Hoodie,Clothing,31,California,L,Green,Winter,3.49,No,Store Pickup,No,No,29,Debit Card,Bi-Weekly
2088,62,Female,Dress,Clothing,53,Oregon,M,Beige,Winter,3.89,Yes,2-Day Shipping,No,No,31,PayPal,Fortnightly
2089,43,Female,T-shirt,Clothing,80,Colorado,M,Gray,Summer,3.82,No,2-Day Shipping,No,No,19,Venmo,Fortnightly
2090,39,Male,Jeans,Clothing,72,Arizona,M,Red,Fall,2.63,No,2-Day Shipping,No,No,9,Credit Card,Every 3 Months
2091,45,Male,Sweater,Clothing,44,Florida,XL,Black,Winter,2.9,No,Next Day Air,Yes,Yes,28,PayPal,Annually
2092,41,Female,Sweater,Clothing,81,California,L,White,Summer,3.23,No,Express,No,No,48,Debit Card,Quarterly
2093,46,Female,Boots,Footwear,23,New York,M,Gray,Winter,3.84,Yes,2-Day Shipping,Yes,Yes,50,Cash,Weekly
2094,26,Male,Blouse,Clothing,32,Texas,L,Red,Winter,4.44,No,Standard,No,No,39,Credit Card,Fortnightly
2095,59,Male,Coat,Clothing,61,Virginia,XL,Blue,Spring,2.84,Yes,Express,Yes,Yes,40,Credit Card,Weekly
2096,21,Male,Jeans,Clothing,68,Oregon,S,Pink,Summer,3.4,No,2-Day Shipping,Yes,Yes,31,Bank Transfer,Every 3 Months
2097,66,Female,Jeans,Clothing,97,California,XL,Pink,Winter,3.77,No,Express,Yes,Yes,19,PayPal,Quarterly
2098,63,Male,Shirt,Clothing,75,Georgia,M,White,Fall,3.24,No,Store Pickup,Yes,Yes,33,Cash,Fortnightly
2099,35,Male,Hoodie,Clothing,66,Alabama,M,Beige,Summer,3.85,No,Standard,Yes,Yes,26,Credit Card,Weekly
2100,60,Male,Coat,Clothing,27,Alabama,XL,Black,Fall,4.18,No,Free Shipping,Yes,Yes,45,Cash,Every 3 Months
2101,33,Male,Hoodie,Clothing,74,Texas,L,Yellow,Summer,3.35,No,2-Day Shipping,No,No,1,Debit Card,Weekly
2102,50,Male,Pants,Clothing,37,Oregon,M,Pink,Fall,4.0,No,Standard,No,No,11,Credit Card,Fortnightly
2103,46,Female,Jacket,Clothing,54,Colorado,M,Yellow,Fall,3.73,No,Next Day Air,No,No,2,Venmo,Bi-Weekly
2104,56,Female,Jacket,Clothing,100,Alabama,XL,Black,Summer,3.11,No,Store Pickup,No,No,35,Debit Card,Every 3 Months
2105,27,Male,Sandals,Footwear,51,Georgia,L,Blue,Spring,3.72,Yes,2-Day Shipping,No,No,13,Debit Card,Every 3 Months
2106,26,Male,Boots,Footwear,43,Virginia,XL,Blue,Spring,4.07,No,Free Shipping,No,No,39,Bank Transfer,Monthly
2107,48,Female,Sneakers,Footwear,26,Arizona,XL,Yellow,Summer,4.65,No,Store Pickup,No,No,34,Credit Card,Bi-Weekly
2108,45,Male,Sweater,Clothing,32,Virginia,L,White,Winter,4.79,No,Standard,Yes,Yes,34,Venmo,Every 3 Months
2109,20,Female,Dress,Clothing,88,New York,L,Yellow,Summer,3.46,No,Store Pickup,Yes,Yes,35,Cash,Monthly
2110,31,Male,Jacket,Clothing,61,Idaho,S,Green,Summer,3.42,No,Standard,Yes,Yes,32,Venmo,Weekly
2111,42,Female,Coat,Clothing,50,Idaho,XL,Red,Winter,3.82,No,Express,No,No,45,Debit Card,Fortnightly
2112,32,Female,Jeans,Clothing,93,Florida,L,Gray,Summer,3.47,No,2-Day Shipping,No,No,12,Credit Card,Every 3 Months
2113,19,Male,Dress,Clothing,45,Ohio,M,White,Summer,4.53,No,Free Shipping,Yes,Yes,33,Venmo,Quarterly
2114,41,Female,Skirt,Clothing,95,Michigan,S,Red,Winter,3.86,No,Next Day Air,Yes,Yes,18,Venmo,Fortnightly
2115,31,Male,Hoodie,Clothing,51,Arizona,XL,Pink,Winter,3.83,No,Express,No,No,5,Debit Card,Bi-Weekly
2116,65,Female,Jacket,Clothing,71,Michigan,L,Black,Spring,4.19,No,2-Day Shipping,Yes,Yes,19,Cash,Monthly
2117,24,Male,Jeans,Clothing,39,Ohio,S,Blue,Fall,3.9,No,Free Shipping,No,No,31,Venmo,Fortnightly
2118,53,Male,Jacket,Clothing,59,Idaho,S,Black,Fall,3.98,Yes,Express,No,No,27,Bank Transfer,Monthly
2119,67,Male,Sweater,Clothing,78,California,M,White,Spring,3.96,No,Free Shipping,No,No,42,Venmo,Bi-Weekly
2120,41,Female,Skirt,Clothing,96,Oregon,S,Brown,Spring,3.71,No,Store Pickup,No,No,38,PayPal,Bi-Weekly
2121,44,Male,T-shirt,Clothing,33,California,XL,Yellow,Fall,3.26,No,Free Shipping,No,No,50,Debit Card,Fortnightly
2122,54,Male,Jacket,Clothing,63,California,L,Green,Spring,4.86,No,Express,No,No,15,PayPal,Every 3 Months
2123,55,Male,Pants,Clothing,67,Colorado,S,Red,Summer,3.26,No,Express,No,No,46,Debit Card,Quarterly
2124,47,Female,Coat,Clothing,62,Alabama,S,Red,Spring,4.79,No,2-Day Shipping,No,No,48,Debit Card,Every 3 Months
2125,44,Male,Jacket,Clothing,35,Colorado,XL,Beige,Spring,4.0,No,Express,Yes,Yes,4,PayPal,Annually
2126,56,Female,Sneakers,Footwear,54,Michigan,M,Blue,Spring,,No,Store Pickup,Yes,Yes,19,Cash,Quarterly
2127,32,Female,Dress,Clothing,72,Alabama,M,Red,Spring,4.13,No,2-Day Shipping,Yes,Yes,21,Cash,Monthly
2128,43,Female,Dress,Clothing,53,Montana,L,White,Fall,4.27,No,Free Shipping,No,No,40,Debit Card,Fortnightly
2129,18,Male,Sweater,Clothing,22,California,XL,Gray,Winter,4.83,No,Express,No,No,1,PayPal,Weekly
2130,21,Male,Coat,Clothing,87,California,M,Brown,Fall,3.01,No,2-Day Shipping,No,No,20,Venmo,Bi-Weekly
2131,46,Female,Skirt,Clothing,24,Colorado,L,Red,Fall,3.72,No,2-Day Shipping,Yes,Yes,22,Debit Card,Every 3 Months
2132,18,Male,Pants,Clothing,29,Illinois,L,Gray,Winter,4.63,No,Next Day Air,Yes,Yes,13,Bank Transfer,Monthly
2133,60,Male,Shirt,Clothing,71,Texas,M,Red,Fall,4.25,No,2-Day Shipping,No,No,41,Debit Card,Bi-Weekly
2134,67,Female,Coat,Clothing,48,Idaho,XL,White,Summer,4.09,No,2-Day Shipping,Yes,Yes,1,Credit Card,Monthly
2135,63,Female,Dress,Clothing,50,Alabama,S,Gray,Winter,4.69,No,Next Day Air,No,No,15,Cash,Fortnightly
2136,39,Male,Sneakers,Footwear,85,Georgia,M,Pink,Summer,3.69,No,Standard,No,No,15,PayPal,Monthly
2137,28,Female,T-shirt,Clothing,95,New York,S,Red,Fall,2.36,No,Store Pickup,No,No,14,Venmo,Monthly
2138,27,Male,Sweater,Clothing,88,Alabama,S,Pink,Fall,3.58,No,Express,Yes,Yes,5,Bank Transfer,Annually
2139,34,Female,Shirt,Clothing,56,New York,XL,Beige,Winter,5.0,No,Next Day Air,Yes,Yes,49,Venmo,Weekly
2140,53,Male,Sneakers,Footwear,46,Montana,XL,Blue,Fall,3.98,Yes,2-Day Shipping,Yes,Yes,6,Bank Transfer,Monthly
2141,64,Male,Skirt,Clothing,52,New York,L,White,Spring,3.29,No,2-Day Shipping,No,No,41,Debit Card,Quarterly
2142,43,Female,Hoodie,Clothing,87,Virginia,XL,Green,Summer,4.6,Yes,Express,No,No,31,Venmo,Monthly
2143,65,Male,Skirt,Clothing,78,Alabama,L,White,Summer,4.31,No,Store Pickup,Yes,Yes,26,Venmo,Monthly
2144,38,Male,Sneakers,Footwear,83,Florida,M,Yellow,Spring,,Yes,Free Shipping,No,No,25,Debit Card,Fortnightly
2145,30,Female,Hoodie,Clothing,63,Alabama,S,Green,Winter,4.15,No,Next Day Air,No,No,49,Cash,Monthly
2146,26,Male,Blouse,Clothing,68,Virginia,XL,Yellow,Winter,3.19,Yes,Standard,Yes,Yes,39,Credit Card,Annually
2147,28,Male,Sweater,Clothing,72,Michigan,M,Gray,Spring,3.58,No,Express,No,No,40,Cash,Weekly
2148,28,Male,Coat,Clothing,93,Arizona,L,Beige,Spring,3.76,No,Express,No,No,15,Cash,Fortnightly
2149,23,Female,Hoodie,Clothing,68,Florida,XL,Gray,Summer,4.46,No,Next Day Air,Yes,Yes,6,Credit Card,Annually
2150,18,Female,Boots,Footwear,85,California,S,Red,Spring,3.47,No,2-Day Shipping,Yes,Yes,1,Debit Card,Bi-Weekly
2151,23,Female,Hoodie,Clothing,82,Idaho,M,Blue,Spring,3.78,No,2-Day Shipping,No,No,41,Cash,Quarterly
2152,30,Female,Jeans,Clothing,44,Georgia,XL,White,Spring,4.66,No,Standard,No,No,7,PayPal,Quarterly
2153,39,Female,T-shirt,Clothing,23,New York,XL,Black,Fall,5.0,Yes,Next Day Air,No,No,4,PayPal,Bi-Weekly
2154,48,Male,Jeans,Clothing,70,Alabama,M,White,Spring,3.28,No,Express,No,No,1,Credit Card,Monthly
2155,39,Male,Coat,Clothing,30,Alabama,L,White,Fall,3.88,Yes,Next Day Air,No,No,41,PayPal,Weekly
2156,54,Male,Coat,Clothing,36,New York,L,Green,Summer,2.9,No,Free Shipping,Yes,Yes,2,Debit Card,Weekly
2157,64,Female,Sweater,Clothing,85,Ohio,XL,Brown,Summer,3.79,No,Express,No,No,48,Venmo,Weekly
2158,44,Male,Coat,Clothing,89,Idaho,L,Black,Winter,3.63,No,Standard,No,No,34,Debit Card,Weekly
2159,67,Female,Dress,Clothing,92,Virginia,L,Red,Summer,4.55,Yes,Standard,Yes,Yes,35,Credit Card,Annually
2160,69,Male,Hoodie,Clothing,88,Illinois,M,Yellow,Winter,3.1,No,Express,No,No,46,Venmo,Monthly
2161,31,Female,Hoodie,Clothing,48,Texas,L,Pink,Fall,3.01,No,2-Day Shipping,No,No,13,PayPal,Bi-Weekly
2162,64,Male,Blouse,Clothing,92,California,L,Yellow,Spring,4.71,Yes,Express,Yes,Yes,17,Cash,Annually
2163,22,Male,Shirt,Clothing,91,Florida,M,Blue,Summer,3.42,Yes,Express,No,No,10,PayPal,Annually
2164,53,Female,Coat,Clothing,39,Alabama,XL,Beige,Spring,3.92,No,Free Shipping,Yes,Yes,3,Debit Card,Bi-Weekly
2165,49,Male,Jeans,Clothing,46,Colorado,XL,Blue,Winter,3.98,No,Express,Yes,Yes,4,Debit Card,Quarterly
2166,51,Male,Coat,Clothing,27,Montana,M,Beige,Fall,3.33,No,Store Pickup,Yes,Yes,25,Credit Card,Bi-Weekly
2167,24,Female,Skirt,Clothing,80,Idaho,S,White,Summer,3.33,No,Store Pickup,No,No,37,Cash,Weekly
2168,59,Male,Blouse,Clothing,47,Colorado,M,Green,Spring,4.48,No,Next Day Air,No,No,43,Cash,Monthly
2169,65,Male,Dress,Clothing,89,New York,S,Red,Winter,4.21,No,Next Day Air,Yes,Yes,38,Venmo,Annually
2170,27,Female,Dress,Clothing,22,Alabama,L,Brown,Spring,3.79,No,Standard,No,No,29,Venmo,Fortnightly
2171,67,Female,Jacket,Clothing,88,Florida,XL,Blue,Summer,3.72,No,2-Day Shipping,Yes,Yes,1,Debit Card,Fortnightly
2172,34,Female,Hoodie,Clothing,92,Montana,S,Green,Spring,3.99,Yes,Standard,No,No,30,Credit Card,Weekly
2173,47,Female,Dress,Clothing,26,Virginia,S,Yellow,Fall,4.03,No,Free Shipping,No,No,39,Debit Card,Every 3 Months
2174,38,Female,Hoodie,Clothing,79,Texas,L,Brown,Summer,4.56,No,Express,Yes,Yes,10,Bank Transfer,Quarterly
2175,30,Male,Jacket,Clothing,23,Texas,XL,Gray,Winter,3.79,No,Standard,No,No,29,Cash,Annually
2176,18,Female,Sneakers,Footwear,24,Florida,L,White,Summer,4.07,No,Express,Yes,Yes,44,Cash,Fortnightly
2177,18,Female,T-shirt,Clothing,30,Idaho,XL,Black,Winter,4.23,Yes,Standard,Yes,Yes,32,Debit Card,Every 3 Months
2178,64,Male,Sandals,Footwear,34,Montana,XL,Black,Winter,4.24,Yes,Express,No,No,44,Cash,Weekly
2179,50,Male,Pants,Clothing,83,Georgia,L,Pink,Summer,4.67,No,Standard,No,No,1,Venmo,Annually
2180,55,Male,Dress,Clothing,32,Colorado,S,White,Winter,3.79,No,Store Pickup,Yes,Yes,41,Cash,Annually
2181,42,Male,Shirt,Clothing,26,New York,M,Pink,Summer,3.46,No,Store Pickup,Yes,Yes,17,Venmo,Annually
2182,43,Male,Skirt,Clothing,25,Montana,XL,Black,Fall,3.59,No,Store Pickup,Yes,Yes,12,PayPal,Monthly
2183,30,Female,Shorts,Clothing,75,Georgia,XL,Red,Fall,4.18,No,Next Day Air,No,No,2,Credit Card,Fortnightly
2184,45,Male,Sneakers,Footwear,83,Arizona,M,Yellow,Spring,3.74,Yes,Free Shipping,Yes,Yes,9,Credit Card,Weekly
2185,50,Female,Dress,Clothing,69,New York,M,Red,Fall,5.0,No,Standard,No,No,12,Cash,Fortnightly
2186,54,Male,Hoodie,Clothing,49,Virginia,L,Green,Winter,3.81,No,Next Day Air,No,No,25,Credit Card,Monthly
2187,58,Female,T-shirt,Clothing,41,California,XL,Yellow,Spring,3.23,No,2-Day Shipping,No,No,36,Bank Transfer,Bi-Weekly
2188,47,Male,Jacket,Clothing,44,Illinois,L,Black,Spring,3.99,No,Standard,Yes,Yes,44,PayPal,Bi-Weekly
2189,66,Female,Jeans,Clothing,47,California,M,Pink,Summer,4.72,No,Express,Yes,Yes,50,Cash,Monthly
2190,65,Female,Pants,Clothing,58,Illinois,L,White,Spring,3.31,Yes,Free Shipping,Yes,Yes,35,Venmo,Monthly
2191,25,Female,Shorts,Clothing,86,California,XL,White,Summer,3.29,Yes,Next Day Air,No,No,22,PayPal,Bi-Weekly
2192,66,Female,T-shirt,Clothing,24,Michigan,S,Beige,Spring,3.69,No,Next Day Air,Yes,Yes,33,Bank Transfer,Monthly
2193,64,Female,T-shirt,Clothing,84,Montana,S,Brown,Fall,3.41,Yes,Free Shipping,Yes,Yes,50,PayPal,Annually
2194,18,Female,Dress,Clothing,34,Georgia,XL,Gray,Summer,2.99,Yes,Standard,No,No,21,Credit Card,Monthly
2195,29,Female,Sneakers,Footwear,86,Idaho,L,Black,Winter,2.88,Yes,Express,No,No,40,Bank Transfer,Monthly
2196,22,Female,Boots,Footwear,59,Florida,M,Black,Spring,3.94,No,2-Day Shipping,No,No,22,Venmo,Bi-Weekly
2197,41,Female,Shorts,Clothing,88,Alabama,M,Pink,Fall,4.23,Yes,Standard,Yes,Yes,28,Debit Card,Bi-Weekly
2198,23,Female,Pants,Clothing,96,Illinois,S,Beige,Fall,3.38,No,Free Shipping,No,No,4,PayPal,Every 3 Months
2199,42,Male,Sweater,Clothing,62,Alabama,L,Blue,Summer,3.76,No,Standard,No,No,26,Credit Card,Fortnightly
2200,18,Female,Sandals,Footwear,20,Arizona,M,Brown,Summer,3.91,No,Standard,No,No,23,PayPal,Bi-Weekly
2201,42,Female,Sweater,Clothing,41,Arizona,M,Red,Summer,3.14,No,Free Shipping,No,No,48,Venmo,Fortnightly
2202,18,Male,Boots,Footwear,81,Alabama,XL,Red,Winter,4.32,No,Free Shipping,Yes,Yes,49,Venmo,Annually
2203,49,Female,Hoodie,Clothing,98,Michigan,L,Blue,Winter,3.93,No,2-Day Shipping,No,No,23,Cash,Annually
2204,59,Female,Hoodie,Clothing,45,Georgia,L,Beige,Winter,4.11,No,Free Shipping,No,No,41,Debit Card,Bi-Weekly
2205,59,Male,Skirt,Clothing,37,Michigan,M,Brown,Spring,4.21,No,Free Shipping,No,No,8,Debit Card,Quarterly
2206,20,Male,Shorts,Clothing,67,Arizona,L,Black,Winter,5.0,No,Free Shipping,Yes,Yes,32,Credit Card,Fortnightly
2207,66,Female,Sweater,Clothing,28,New York,L,White,Summer,3.19,No,Next Day Air,Yes,Yes,39,Debit Card,Monthly
2208,36,Male,Hoodie,Clothing,20,Alabama,L,Black,Fall,3.26,No,Free Shipping,Yes,Yes,44,Venmo,Quarterly
2209,60,Female,Boots,Footwear,28,Oregon,XL,Red,Fall,4.81,No,Free Shipping,Yes,Yes,1,Debit Card,Every 3 Months
2210,46,Female,Dress,Clothing,42,Arizona,M,Yellow,Summer,4.19,Yes,Free Shipping,Yes,Yes,30,Credit Card,Bi-Weekly
2211,67,Female,Blouse,Clothing,64,Illinois,S,Pink,Winter,3.84,No,2-Day Shipping,No,No,28,PayPal,Bi-Weekly
2212,19,Male,Jacket,Clothing,21,Oregon,L,Pink,Winter,3.51,No,Standard,Yes,Yes,17,Debit Card,Every 3 Months
2213,26,Female,Blouse,Clothing,33,Idaho,M,Gray,Summer,3.66,No,Free Shipping,Yes,Yes,23,Debit Card,Quarterly
2214,34,Female,Coat,Clothing,57,Oregon,S,Green,Fall,3.67,No,Free Shipping,No,No,38,Venmo,Weekly
2215,63,Male,Pants,Clothing,59,Michigan,XL,Red,Spring,2.9,No,2-Day Shipping,No,No,24,Venmo,Annually
2216,53,Female,Sweater,Clothing,82,Arizona,M,Beige,Fall,4.38,Yes,Standard,No,No,22,PayPal,Monthly
2217,34,Female,Skirt,Clothing,35,Georgia,XL,Pink,Winter,2.59,No,2-Day Shipping,No,No,5,Bank Transfer,Fortnightly
2218,66,Female,Coat,Clothing,94,Georgia,M,Yellow,Fall,3.29,No,Store Pickup,Yes,Yes,25,Bank Transfer,Quarterly
